Timestamp,CPU-Usage-Percentage,Memory-Usage-Percentage,Disk-Usage-Percentage
2025-07-21 00:00:00,42.4835707650562,62.6515250746697,43.2853063000251
2025-07-21 00:01:00,39.5704745590953,64.871898362131,43.7251648970785
2025-07-21 00:02:00,43.762014883622,61.0800788080049,48.3539285308013
2025-07-21 00:03:00,48.4004577312763,55.3466278410007,51.6348292412394
2025-07-21 00:04:00,39.8762180274584,62.3106306299495,42.1064804388493
2025-07-21 00:05:00,40.1378968362142,58.2843212832505,48.9370033451985
2025-07-21 00:06:00,49.4661427648253,58.9530857311932,48.9446159928772
2025-07-21 00:07:00,45.6686298318103,63.5907324212731,54.7754987299739
2025-07-21 00:08:00,39.745322282649,66.3760395383948,49.5424993023027
2025-07-21 00:09:00,45.0665730897652,61.6855182215012,51.9335579115012
2025-07-21 00:10:00,40.2975838183674,63.0131691275712,51.295328847739
2025-07-21 00:11:00,40.5467238077554,68.7639692733899,44.5667580857806
2025-07-21 00:12:00,44.3456652558598,63.095248649974,53.3499062825717
2025-07-21 00:13:00,33.8296951897482,72.7159356209686,51.7782216540479
2025-07-21 00:14:00,35.0314911395893,64.7480365617402,52.7434993530752
2025-07-21 00:15:00,41.1043481203967,55.6195561411111,63.0839750415095
2025-07-21 00:16:00,39.1110374271298,65.852384059175,45.1393921911049
2025-07-21 00:17:00,46.0055189968647,64.5398495399011,56.6521840605794
2025-07-21 00:18:00,40.1529135736009,68.3502003171356,50.7020020922013
2025-07-21 00:19:00,37.8899096691439,66.0596497445156,52.5124627718158
2025-07-21 00:20:00,52.5376891746157,62.988584061848,51.5999450407656
2025-07-21 00:21:00,44.3381842623318,58.8204342313522,50.5496462547273
2025-07-21 00:22:00,46.061910884736,63.0564757672757,50.1985911690492
2025-07-21 00:23:00,38.8572971014486,60.6651379826179,52.982205550891
2025-07-21 00:24:00,43.5154371019069,61.9194733504696,47.5275958181626
2025-07-21 00:25:00,47.0478013666924,66.769911452,54.4161336419463
2025-07-21 00:26:00,40.9935637432044,71.2689168820607,51.0009273287829
2025-07-21 00:27:00,48.8818510074055,66.34134339641,48.944245621438
2025-07-21 00:28:00,44.254463418396,60.1521278860748,51.0691803820092
2025-07-21 00:29:00,46.0529313726669,66.8867051984138,56.2752476911321
2025-07-21 00:30:00,44.7560382919286,70.0670735152997,50.9821851899765
2025-07-21 00:31:00,57.2785422048924,63.0132747931765,53.7477446154114
2025-07-21 00:32:00,48.2016345508203,65.0877895607594,50.5635047310236
2025-07-21 00:33:00,43.2319056963382,65.8536430063286,55.1139189968101
2025-07-21 00:34:00,52.8838757021981,62.8258963976813,54.980240263598
2025-07-21 00:35:00,42.9169557352731,68.7287655032387,58.552884494932
2025-07-21 00:36:00,50.3148278062722,65.8215472930678,52.5634781072518
2025-07-21 00:37:00,39.7207890727539,68.1526951259522,55.1790109783246
2025-07-21 00:38:00,43.1261143892225,63.0933388223792,53.5498841631884
2025-07-21 00:39:00,50.9985119563587,65.0617206500484,57.2256839379267
2025-07-21 00:40:00,53.9529371997471,69.8688171867133,51.2637042704305
2025-07-21 00:41:00,51.3630628437339,65.6551761279334,55.7370897512265
2025-07-21 00:42:00,50.1727970744178,74.221047729173,52.999587607103
2025-07-21 00:43:00,49.4895183237825,65.8807853475831,53.4724477359175
2025-07-21 00:44:00,43.8455878506402,68.5436485491036,54.0213233875042
2025-07-21 00:45:00,47.8812819289792,71.5402819747942,54.5835555129309
2025-07-21 00:46:00,49.4187399998793,62.3008818602756,53.5586241555269
2025-07-21 00:47:00,57.248083198852,61.0949405750263,54.631630238764
2025-07-21 00:48:00,53.9201907401163,62.1987742699023,58.8017206034446
2025-07-21 00:49:00,43.6255965028735,73.5143401557224,57.103281483408
2025-07-21 00:50:00,54.298967699195,66.4185437623553,56.8336463948977
2025-07-21 00:51:00,50.9899215021673,79.0201024121722,52.9384923900113
2025-07-21 00:52:00,49.7665244021425,66.6909880967076,51.7159889832058
2025-07-21 00:53:00,56.4443158374986,69.8461892527621,57.3278798058113
2025-07-21 00:54:00,58.7747126046662,75.4357498050624,57.1680453749849
2025-07-21 00:55:00,58.508858992632,77.4503160395594,59.0354981596033
2025-07-21 00:56:00,49.8880592674635,77.8298900067079,52.8827737499512
2025-07-21 00:57:00,52.7687009285322,74.5745567942314,54.082941636515
2025-07-21 00:58:00,56.2006057644079,73.9938313970615,49.9296437148871
2025-07-21 00:59:00,59.6504324387158,72.4234401099852,53.7468222828521
2025-07-21 01:00:00,52.6041288107736,73.3217776379999,57.9897115317383
2025-07-21 01:01:00,54.297856005502,68.1578299494555,53.6758974919224
2025-07-21 01:02:00,49.9194673772715,67.2432437422896,57.071820134703
2025-07-21 01:03:00,49.6939238210751,70.6552234646752,54.6534763291661
2025-07-21 01:04:00,59.9602070389671,70.1398690167866,56.2713637269967
2025-07-21 01:05:00,62.9001883932588,69.1587744140718,51.9299219140212
2025-07-21 01:06:00,55.9791204425491,73.9074971567941,55.702018699052
2025-07-21 01:07:00,61.5757740488219,75.0925994294121,46.5459619404184
2025-07-21 01:08:00,58.5839672293606,71.7735967256934,55.0312405602215
2025-07-21 01:09:00,53.7665883347194,77.477828396051,50.7726426381029
2025-07-21 01:10:00,59.0142711180735,67.1478278260425,59.3537479131509
2025-07-21 01:11:00,65.111271503658,71.0859490548777,58.1392516154029
2025-07-21 01:12:00,57.4544273732244,69.1384157634383,57.277865468823
2025-07-21 01:13:00,65.6679018816103,64.6837814889568,60.5112465489916
2025-07-21 01:14:00,44.9557251741127,71.9625221641146,53.171400669046
2025-07-21 01:15:00,62.3723553921377,71.9486552133079,61.3297038838339
2025-07-21 01:16:00,58.9050796009606,78.6309173683706,58.9531894460377
2025-07-21 01:17:00,57.1804023467993,75.2409005820826,55.5154805047194
2025-07-21 01:18:00,59.3384156141726,68.7604938570133,59.7000643520472
2025-07-21 01:19:00,49.1445020353285,80.4122402264476,53.0419016655427
2025-07-21 01:20:00,58.1852688514086,78.01766475361,53.9543336122824
2025-07-21 01:21:00,61.2690043074642,75.5986017804781,54.6687113135827
2025-07-21 01:22:00,67.0712410934228,72.4999664066331,54.973657165713
2025-07-21 01:23:00,57.2872503551039,69.7028384618653,53.4565275538766
2025-07-21 01:24:00,56.0314501762998,72.1854516895596,60.3605552648746
2025-07-21 01:25:00,57.7589210105471,78.1619375200188,55.9793388750471
2025-07-21 01:26:00,65.0369613903853,81.4769235360995,57.8774985056956
2025-07-21 01:27:00,62.294392819111,80.2421489602972,55.1724916576965
2025-07-21 01:28:00,58.1909500949347,72.2433252775904,51.4847738029444
2025-07-21 01:29:00,63.5936150945623,69.8487433306188,57.8192647181728
2025-07-21 01:30:00,61.6985911823366,75.0181806113758,51.3343028856061
2025-07-21 01:31:00,66.2407384272899,67.5072237430545,56.9266023532854
2025-07-21 01:32:00,58.0699285407728,75.9989113079566,53.0884528868881
2025-07-21 01:33:00,60.1229203973798,74.2399937417178,63.2155717078153
2025-07-21 01:34:00,59.9800702829143,73.0893169137993,60.0476251827159
2025-07-21 01:35:00,54.8007453636431,68.6965955782464,57.6900347419157
2025-07-21 01:36:00,63.7749461496447,77.2506302691601,61.2225682877379
2025-07-21 01:37:00,63.7739479845695,73.185116612688,54.9506092754928
2025-07-21 01:38:00,62.6668546898955,70.7548020393921,59.177533938238
2025-07-21 01:39:00,61.6392433011252,64.062820458874,58.2034909571565
2025-07-21 01:40:00,55.9044795833173,75.5580514643992,58.4525046751908
2025-07-21 01:41:00,61.0455108878048,82.8721924988778,61.5333063341975
2025-07-21 01:42:00,61.6008062610753,82.5421227539976,59.9689359229091
2025-07-21 01:43:00,59.4668583594643,74.1814169995921,58.6922525569992
2025-07-21 01:44:00,62.8338940498716,73.7124779417984,52.9154452273823
2025-07-21 01:45:00,65.8208544928097,78.1067471634581,55.053394517074
2025-07-21 01:46:00,73.3899948074714,72.3472239997483,57.6182282996858
2025-07-21 01:47:00,64.9885948826757,77.6558325894,58.3186857290021
2025-07-21 01:48:00,65.5582617848623,79.6196610010377,54.6995587697277
2025-07-21 01:49:00,64.0512359718587,81.5685154848859,65.3761852102985
2025-07-21 01:50:00,54.9807052521746,76.3643690243045,62.7407026086506
2025-07-21 01:51:00,64.5912162814144,76.0532454383991,60.0476168473976
2025-07-21 01:52:00,65.1722782263564,73.4577099929635,58.5064863094017
2025-07-21 01:53:00,77.3327852244415,73.762556136295,57.7022313109682
2025-07-21 01:54:00,64.1983122144571,76.2633291246357,55.5309502993875
2025-07-21 01:55:00,66.8094800860546,78.736596499078,58.6663560136854
2025-07-21 01:56:00,65.2678840361666,81.0180782058393,59.2537385819925
2025-07-21 01:57:00,59.7358147425251,74.2463374843605,54.801119917096
2025-07-21 01:58:00,71.4291330936385,83.5238225121026,59.5742022587558
2025-07-21 01:59:00,69.6085399766796,76.5612832491047,58.150514457941
2025-07-21 02:00:00,69.9359218487484,77.6517055649617,52.9368313642122
2025-07-21 02:01:00,61.5637336042233,74.8384060910956,56.1224019270605
2025-07-21 02:02:00,73.2525627688624,68.2190442128073,57.505380471129
2025-07-21 02:03:00,59.3552580658976,81.5396071720168,64.4512340986402
2025-07-21 02:04:00,69.4227132547692,81.0368830011038,60.4991353021905
2025-07-21 02:05:00,77.5626031243965,77.0489342128694,54.8636636244826
2025-07-21 02:06:00,61.7775140999976,78.5255933526669,60.3681741101366
2025-07-21 02:07:00,64.0165422000469,80.4034163250791,54.3074316492052
2025-07-21 02:08:00,67.4620782144132,72.1701419428816,62.2360136246529
2025-07-21 02:09:00,64.5601802599148,76.3834116442787,57.612478888045
2025-07-21 02:10:00,59.4359164557688,81.7546033481092,58.782169304149
2025-07-21 02:11:00,67.6416530003264,73.636928835965,63.077002651392
2025-07-21 02:12:00,62.0948451606475,79.9034742148519,55.2739638706733
2025-07-21 02:13:00,69.8797643847296,73.3766798247644,54.9792461885123
2025-07-21 02:14:00,63.0180244324042,80.7410947765607,57.4542505554864
2025-07-21 02:15:00,75.4660580004263,78.8037747210358,62.3539318781708
2025-07-21 02:16:00,63.8992491753224,72.5553720499359,54.7138003192374
2025-07-21 02:17:00,66.3022194584324,83.7430032219136,50.8077088854885
2025-07-21 02:18:00,72.0749988817644,76.2124088894185,57.982327689745
2025-07-21 02:19:00,61.9458440952822,75.9750729257993,61.0219442922167
2025-07-21 02:20:00,69.3280782965979,80.0822403157531,62.9977114570756
2025-07-21 02:21:00,74.8149585041775,83.9369625528918,58.0369308246656
2025-07-21 02:22:00,60.3281410951734,75.3401397916283,58.2209059346452
2025-07-21 02:23:00,69.3728789488475,79.7097202812937,62.9449387548292
2025-07-21 02:24:00,69.8311094600967,81.2363963272254,53.9013400638653
2025-07-21 02:25:00,72.5206228813334,82.3502336662394,58.3716071819332
2025-07-21 02:26:00,62.5043891245007,80.3388057848141,60.1343192294055
2025-07-21 02:27:00,62.1623089806244,78.2187000076972,60.935853512537
2025-07-21 02:28:00,71.4475587062341,76.4287619250604,58.0831968798105
2025-07-21 02:29:00,70.3938369624246,80.1345457074691,59.7396275672038
2025-07-21 02:30:00,70.2302390404014,75.5507938111723,52.1942762026517
2025-07-21 02:31:00,70.7766702588281,68.2018564291393,57.7067311667795
2025-07-21 02:32:00,65.7087481803875,81.6799315199284,61.0634834004234
2025-07-21 02:33:00,70.3323660977353,83.5943877722983,56.7768171012127
2025-07-21 02:34:00,70.6964643100505,70.5703937757596,59.9206533126211
